,name,mileage,year,gearbox,transmission,horsepower,fuel,price
850,Hyundai i30 Fastback,70 000 km,2024,Automatique,Traction,7 cv,Essence,73000.0
851,Mercedes-Benz CLA AMG,49 000 km,2021,Automatique,Traction,8 cv,Hybride,118000.0
852,Audi Q7 S-Line 7 places,340 000 km,2008,Automatique,Intégrale,16 cv,Diesel,49000.0
853,Land Rover Range Rover Sport HSE Dynamic,150 000 km,2019,Automatique,Propulsion,20 cv,Diesel,198000.0
854,MG ZS Luxury,28 000 km,2022,Manuelle,Traction,7 cv,Essence,67000.0
855,Nissan Qashqai N-connecta,140 000 km,2016,Manuelle,Traction,6 cv,Essence,52000.0
856,Mercedes-Benz GLA AMG,160 000 km,2017,Automatique,Intégrale,9 cv,Diesel,95000.0
857,Land Rover Discovery,3 000 km,2019,Automatique,Intégrale,16 cv,Diesel,210000.0
858,BMW Série 4 Gran Coupé Luxury Line,50 000 km,2018,Automatique,Propulsion,7 cv,Essence,98000.0
859,Land Rover Range Rover Sport,185 000 km,2018,Automatique,Propulsion,14 cv,Diesel,145000.0
860,Land Rover Discovery Sport,190 000 km,2016,Automatique,Propulsion,9 cv,Diesel,95000.0
861,KIA Sportage,149 000 km,2018,Automatique,Traction,8 cv,Essence,68000.0
862,KIA Sportage Black Edition,88 000 km,2021,Automatique,Traction,8 cv,Essence,92000.0
863,Cupra Formentor Sport,55 000 km,2022,Automatique,Traction,11 cv,Essence,117000.0
864,BMW Série 2 Gran Coupé Pack Sport M,90 000 km,2022,Automatique,Traction,8 cv,Essence,115000.0
865,KIA Sportage GT-Line,69 000 km,2020,Automatique,Intégrale,11 cv,Hybride,98000.0
866,Jeep Grand Cherokee Limited,190 000 km,2005,Automatique,Intégrale,15 cv,Essence,75000.0
867,KIA Sonet QY,74 000 km,2023,Automatique,Traction,6 cv,Essence,94000.0
868,Land Rover Range Rover Evoque,175 000 km,2016,Automatique,Traction,15 cv,Essence,73000.0
869,BMW Série 2 Gran Coupé Pack Sport M,79 000 km,2021,Automatique,Traction,8 cv,Essence,135000.0
870,Volkswagen Polo R-Line,70 000 km,2020,Manuelle,Traction,4 cv,Essence,65500.0
871,Fiat 500 Dolcevita,82 000 km,2022,Manuelle,Traction,4 cv,Essence,48000.0
872,Geely GX3,147 000 km,2021,Manuelle,Traction,6 cv,Essence,46000.0
873,Volkswagen Tiguan,380 000 km,2009,Manuelle,Intégrale,9 cv,Diesel,48000.0
874,Nissan Patrol,453 000 km,1992,Manuelle,Traction,11 cv,Diesel,73000.0
875,Seat Arona Référence,23 300 km,2020,Manuelle,Traction,6 cv,Essence,66000.0
876,KIA Sportage GT-Line,134 000 km,2020,Automatique,Intégrale,11 cv,Essence,90000.0
877,KIA Sportage Signature,265 000 km,2010,Manuelle,Traction,6 cv,Diesel,44000.0
878,Fiat Fiorino,170 000 km,2020,Manuelle,Traction,5 cv,Diesel,31000.0
879,Jeep Cherokee Longitude,162 000 km,2019,Automatique,Intégrale,11 cv,Essence,80000.0
880,Geely GX3,66 000 km,2021,Manuelle,Traction,6 cv,Essence,48000.0
881,Volkswagen Golf 6 Confortline,410 500 km,2010,Manuelle,Traction,5 cv,Diesel,38000.0
882,Ford Fusion Titanium,165 000 km,2017,Manuelle,Traction,9 cv,Essence,50500.0
883,Audi Q2 Design,77 500 km,2020,Automatique,Traction,6 cv,Essence,73000.0
884,Audi Q3 Sportback S-Line,67 500 km,2023,Automatique,Traction,8 cv,Hybride,150000.0
885,Toyota Hilux Double Cabine,55 000 km,2023,Automatique,Intégrale,8 cv,Diesel,178000.0
886,Seat Ibiza Reference,164 600 km,2016,Manuelle,Traction,4 cv,Essence,36000.0
887,KIA K5,131 000 km,2022,Automatique,Intégrale,9 cv,Essence,120000.0
888,Mercedes-Benz Classe E,257 089 km,2013,Automatique,Propulsion,10 cv,Essence,75000.0
889,Dacia Sandero,49 000 km,2023,Manuelle,Traction,5 cv,Essence,50000.0
890,BMW Série 1 3p,223 000 km,2010,Manuelle,Propulsion,6 cv,Essence,33000.0
891,Fiat Fiorino,164 000 km,2020,Manuelle,Traction,5 cv,Diesel,30000.0
892,Opel Astra GS,21 000 km,2023,Automatique,Traction,7 cv,Essence,79000.0
893,Mercedes-Benz Classe E coupé,84 000 km,2010,Automatique,Propulsion,19 cv,Essence,
894,Volkswagen Passat Confort,200 000 km,2012,Manuelle,Traction,9 cv,Essence,39000.0
895,BMW X1 xLine,130 000 km,2018,Automatique,Traction,7 cv,Essence,75000.0
896,Hyundai Grand i10 GLS,220 000 km,2016,Manuelle,Traction,5 cv,Essence,33000.0
897,Isuzu D-Max Double Cabine,90 000 km,2020,Manuelle,Propulsion,10 cv,Diesel,74000.0
898,Mercedes-Benz CLA AMG Edition 1,170 000 km,2014,Automatique,Propulsion,8 cv,Essence,69000.0
899,Suzuki Vitara,250 000 km,2019,Automatique,Intégrale,6 cv,Essence,46000.0
900,BMW Série 4 Gran Coupé Pack M,117 000 km,2017,Automatique,Propulsion,8 cv,Essence,88000.0
901,Honda Civic RS,172 000 km,2020,Automatique,Traction,10 cv,Essence,60000.0
902,Mercedes-Benz Classe C AMG +,35 000 km,2022,Automatique,Propulsion,10 cv,Hybride,197000.0
903,Toyota Corolla Business,111 000 km,2022,Automatique,Traction,6 cv,Essence,64000.0
904,Chery Tiggo 8 Pro,30 000 km,2023,Automatique,Traction,11 cv,Essence,95000.0
905,Land Rover Discovery,220 000 km,2018,Automatique,Intégrale,10 cv,Diesel,125000.0
906,Land Rover Range Rover Evoque Dynamic,124 000 km,2015,Automatique,Intégrale,11 cv,Diesel,77000.0
907,MG e-HS Luxury Plus,60 000 km,2023,Automatique,Traction,7 cv,Hybride,109000.0
908,MG e-HS Luxury Plus,50 000 km,2023,Automatique,Traction,7 cv,Hybride,109000.0
909,KIA Sportage,129 000 km,2020,Automatique,Intégrale,8 cv,Diesel,82000.0
910,Peugeot 208 Pack Edition,60 000 km,2021,Automatique,Traction,6 cv,Essence,49000.0
911,Hyundai Tucson Top Grade,75 000 km,2021,Automatique,Intégrale,8 cv,Hybride,117000.0
912,Chevrolet Captiva 5 places,16 000 km,2024,Automatique,Traction,9 cv,Essence,87500.0
913,Mercedes-Benz CLA AMG,160 000 km,2021,Automatique,Traction,7 cv,Diesel,117000.0
914,Audi E-tron Sportback,54 000 km,2020,Automatique,Intégrale,8 cv,Electrique,143000.0
915,Land Rover Range Rover Sport,95 000 km,2018,Automatique,Intégrale,16 cv,Diesel,195000.0
916,Chery Tiggo 2 Confort,97 000 km,2021,Manuelle,Traction,6 cv,Essence,38500.0
917,Nissan Micra Acenta,200 000 km,2016,Manuelle,Traction,5 cv,Essence,23000.0
918,Dongfeng Shine AEOLUS,72 km,2026,Automatique,Intégrale,6 cv,Essence,65000.0
919,Volkswagen Tayron,2 735 km,2026,Automatique,Intégrale,9 cv,Hybride,190000.0
920,Volkswagen Golf 7,10 899 km,2013,Automatique,Traction,5 cv,Essence,60000.0
921,Mercedes-Benz GLC,31 385 km,2024,Automatique,Intégrale,15 cv,Hybride,285000.0
922,Renault Rafale,14 230 km,2025,Automatique,Intégrale,8 cv,Hybride,145000.0
923,Audi A3 Sportback S-Line,2 195 km,2026,Automatique,Traction,8 cv,Hybride,145000.0
924,Porsche Cayenne Coupé E-Hybrid,37 482 km,2023,Automatique,Intégrale,22 cv,Hybride,360000.0
925,Audi Q8,45 008 km,2024,Automatique,Intégrale,22 cv,Hybride,330000.0
926,Mercedes-Benz GLC,13 841 km,2023,Automatique,Intégrale,37 cv,Hybride,440000.0
927,Mercedes-Benz GLE,90 693 km,2022,Automatique,Intégrale,12 cv,Hybride,270000.0
928,Audi Q2,65 158 km,2020,Automatique,Traction,6 cv,Essence,85000.0
929,Mercedes-Benz Classe A A200 AMG,34 619 km,2024,Automatique,Intégrale,9 cv,Hybride,145000.0
930,Mercedes-Benz GLE Coupé,47 150 km,2024,Automatique,Intégrale,34 cv,Hybride,430000.0
931,Chery Tiggo 8 Pro,95 654 km,2021,Automatique,Traction,11 cv,Essence,80000.0
932,Mercedes-Benz GLC Coupé,47 355 km,2024,Automatique,Intégrale,11 cv,Hybride,285000.0
933,Hyundai Tucson N Line,109 804 km,2022,Automatique,Intégrale,10 cv,Hybride,130000.0
934,KIA Niro Hybride,105 573 km,2020,Automatique,Traction,5 cv,Hybride,75000.0
935,Mercedes-Benz Classe E coupé E250 CDI KITT AMG,88 280 km,2015,Automatique,Traction,11 cv,Diesel,125000.0
936,Audi Q5,57 974 km,2021,Automatique,Intégrale,16 cv,Hybride,165000.0
937,Nissan Qashqai,7 032 km,2025,Automatique,Intégrale,8 cv,Hybride,130000.0
938,Suzuki Swift GL,80 000 km,2022,Manuelle,Traction,5 cv,Essence,42000.0
939,Mini Countryman Business,90 000 km,2014,Automatique,Traction,7 cv,Essence,45000.0
940,Mazda 3 Propre,196 000 km,2014,Manuelle,Traction,6 cv,Essence,39000.0
941,Mercedes-Benz Classe E,300 000 km,2009,Automatique,Propulsion,11 cv,Essence,47000.0
942,Land Rover Range Rover Sport,119 000 km,2022,Automatique,Intégrale,4 cv,Hybride,190000.0
943,Mercedes-Benz ML,190 000 km,2010,Automatique,Intégrale,15 cv,Diesel,56000.0
944,MG e-HS,99 000 km,2022,Automatique,Traction,8 cv,Hybride,78000.0
945,Volkswagen Tiguan Prestige,230 000 km,2014,Automatique,Traction,9 cv,Essence,58000.0
946,Volvo S80,270 000 km,2013,Automatique,Traction,9 cv,Diesel,28000.0
947,KIA Sportage,300 000 km,2015,Automatique,Traction,10 cv,Diesel,58000.0
948,Audi Q3 Advanced,115 000 km,2020,Automatique,Traction,9 cv,Essence,88000.0
949,Renault Megane Sedan,90 000 km,2020,Manuelle,Traction,7 cv,Essence,49000.0
950,Land Rover Defender 110,214 000 km,1997,Manuelle,Intégrale,10 cv,Diesel,65000.0
951,KIA Sportage GT-Line,40 000 km,2024,Automatique,Traction,7 cv,Diesel,130000.0
952,Citroën Berlingo,81 400 km,2022,Manuelle,Traction,5 cv,Diesel,46500.0
953,Toyota Land Cruiser GR,300 000 km,1996,Manuelle,Intégrale,17 cv,Diesel,53000.0
954,Opel Calibra,76 000 km,1994,Manuelle,Intégrale,8 cv,Essence,48000.0
955,KIA Picanto GT-Line,86 000 km,2024,Automatique,Traction,4 cv,Essence,51000.0
956,Peugeot 508 Allure,350 000 km,2012,Automatique,Traction,6 cv,Diesel,33000.0
957,MG 3 Hybrid+ Toute option cuir toit,78 000 km,2023,Automatique,Intégrale,7 cv,Hybride,97000.0
958,Volkswagen Polo Populaire Trend populaire,146 000 km,2010,Manuelle,Traction,4 cv,Essence,31500.0
959,Seat Ibiza Reference,51 000 km,2024,Automatique,Traction,6 cv,Essence,60000.0
960,Mazda 6,179 000 km,2015,Automatique,Traction,9 cv,Essence,42000.0
961,Volkswagen Passat Trendline,125 000 km,2007,Manuelle,Traction,7 cv,Essence,35000.0
962,Mercedes-Benz GLA AMG,72 000 km,2021,Automatique,Traction,7 cv,Essence,127000.0
963,BMW X3 Luxury Line,38 000 km,2023,Automatique,Intégrale,10 cv,Hybride,160000.0
964,Hyundai i20 GLS Plus,50 000 km,2025,Manuelle,Traction,4 cv,Essence,58000.0
965,BMW Série 4 Coupé Pack M Sport,110 000 km,2019,Automatique,Propulsion,11 cv,Essence,115000.0
966,Volkswagen Golf 7 Highline,136 000 km,2017,Automatique,Traction,6 cv,Diesel,65000.0
967,Chevrolet Cruze LT,212 568 km,2018,Manuelle,Traction,7 cv,Essence,32900.0
968,Honda Accord Coupé EX,192 000 km,2006,Automatique,Traction,12 cv,Essence,34500.0
969,KIA Picanto GT-Line,26 000 km,2022,Automatique,Traction,4 cv,Essence,57000.0
970,BMW Série 4 Gran Coupé Business Line,166 000 km,2018,Automatique,Propulsion,7 cv,Essence,92000.0
971,Mercedes-Benz GLA,92 000 km,2018,Automatique,Traction,9 cv,Essence,92000.0
972,Peugeot 2008 Allure Toit Cielo,146 000 km,2018,Automatique,Traction,6 cv,Essence,60000.0
973,Renault Megane,40 000 km,2024,Automatique,Traction,4 cv,Electrique,77000.0
974,BMW Série 5 Confort,433 000 km,2006,Automatique,Propulsion,10 cv,Diesel,37000.0
975,Toyota RAV 4 Active,10 850 km,2018,Manuelle,Intégrale,7 cv,Diesel,110000.0
976,Nissan Qashqai High,120 000 km,2019,Automatique,Traction,6 cv,Essence,66500.0
977,Isuzu D-Max Double Cabine LS,500 000 km,2015,Manuelle,Traction,9 cv,Diesel,59000.0
978,Volkswagen Passat,143 000 km,2011,Automatique,Traction,9 cv,Essence,33000.0
979,Mercedes-Benz GLA,55 000 km,2022,Automatique,Propulsion,8 cv,Hybride,135000.0
980,BMW Série 3,162 000 km,2015,Manuelle,Traction,7 cv,Essence,56000.0
981,Audi A4 Design Luxe,158 000 km,2019,Automatique,Traction,8 cv,Essence,75000.0
982,Alfa Romeo Giulietta Plus,123 000 km,2011,Manuelle,Traction,7 cv,Essence,32000.0
983,Geely GX3,71 000 km,2021,Manuelle,Traction,6 cv,Essence,42000.0
984,KIA Sportage EX,8 000 km,2026,Automatique,Intégrale,8 cv,Hybride,150000.0
985,Mitsubishi L300 louage,350 000 km,2007,Manuelle,Propulsion,9 cv,Diesel,11000.0
986,Mercedes-Benz CLA AMG,120 000 km,2022,Automatique,Traction,8 cv,Hybride,108000.0
987,Isuzu D-Max Double Cabine V-Cross,44 000 km,2024,Automatique,Intégrale,9 cv,Diesel,165000.0
988,Opel Grandland X Elegance,89 000 km,2021,Automatique,Traction,10 cv,Hybride,74000.0
989,Peugeot 3008,38 000 km,2023,Automatique,Traction,8 cv,Hybride,93000.0
990,Toyota Agya Populaire,110 000 km,2023,Manuelle,Traction,4 cv,Essence,33000.0
991,Renault Clio Life Plus,77 000 km,2021,Manuelle,Traction,5 cv,Essence,41000.0
992,Mercedes-Benz GLA AMG,44 000 km,2022,Automatique,Traction,8 cv,Hybride,140000.0
993,KIA Cerato,201 000 km,2014,Manuelle,Traction,7 cv,Essence,38300.0
994,Skoda Kamiq Essence,29 000 km,2024,Automatique,Traction,6 cv,Essence,80000.0
995,Seat Leon Business,57 000 km,2020,Manuelle,Traction,6 cv,Essence,63000.0
996,Volkswagen Golf 6 Confortline,196 000 km,2009,Automatique,Traction,7 cv,Essence,40000.0
997,Alfa Romeo Mito,300 000 km,2009,Manuelle,Traction,5 cv,Essence,19000.0
998,Mahindra KUV 100 K8,58 000 km,2021,Manuelle,Traction,5 cv,Essence,32000.0
999,Ford Ecosport Titanium,114 000 km,2019,Automatique,Traction,7 cv,Essence,45000.0
1000,Mercedes-Benz Classe A AMG,123 000 km,2020,Automatique,Traction,6 cv,Diesel,85000.0
1001,Land Rover Range Rover Evoque R-Dynamic HSE,98 000 km,2019,Automatique,Intégrale,15 cv,Diesel,
1002,KIA Sportage GT-Line,50 000 km,2022,Automatique,Intégrale,10 cv,Hybride,145000.0
1003,Mercedes-Benz CLA,149 000 km,2013,Automatique,Traction,8 cv,Essence,62500.0
1004,BMW Série 1 Lounge,112 000 km,2023,Automatique,Traction,6 cv,Essence,86500.0
1005,BMW Série 5 Pack Sport M,250 000 km,2012,Automatique,Propulsion,15 cv,Essence,72000.0
1006,Peugeot Boxer Double Cabine,195 700 km,2014,Manuelle,Traction,7 cv,Diesel,42000.0
1007,Porsche Macan S,16 500 km,2018,Automatique,Intégrale,23 cv,Essence,205000.0
1008,Ford Focus sedan Trend Sport,190 000 km,2017,Manuelle,Traction,6 cv,Essence,40000.0
1009,Geely GX3,60 000 km,2021,Automatique,Traction,6 cv,Essence,49000.0
1010,KIA Sportage,145 000 km,2011,Automatique,Intégrale,11 cv,Essence,46200.0
1011,Volkswagen Tiguan,130 000 km,2022,Automatique,Traction,8 cv,Hybride,130000.0
1012,KIA Sportage,214 000 km,2010,Manuelle,Intégrale,10 cv,Diesel,45000.0
1013,Ford Fiesta Titanium Red Candy,99 600 km,2010,Manuelle,Traction,5 cv,Essence,31000.0
1014,Peugeot Landtrek Double Cabine,60 000 km,2023,Manuelle,Propulsion,6 cv,Diesel,90000.0
1015,Volkswagen Golf 8 Style,160 000 km,2022,Automatique,Traction,8 cv,Hybride,73000.0
1016,BMW Série 3 Pack M,150 000 km,2014,Automatique,Traction,7 cv,Essence,57000.0
1017,KIA Stonic EX,50 000 km,2021,Manuelle,Traction,4 cv,Essence,63000.0
1018,Toyota Hilux Double Cabine,32 000 km,2023,Automatique,Intégrale,8 cv,Diesel,175000.0
1019,Mercedes-Benz Classe E coupé AMG,203 000 km,2012,Automatique,Propulsion,20 cv,Essence,72000.0
1020,Mercedes-Benz Classe E coupé AMG,262 000 km,2010,Automatique,Propulsion,12 cv,Essence,43000.0
1021,Ford Kuga Titanium,134 000 km,2017,Automatique,Intégrale,11 cv,Essence,63500.0
1022,Mitsubishi Attrage Populaire,69 800 km,2021,Manuelle,Traction,4 cv,Essence,38200.0
1023,MG One Luxury+,31 000 km,2024,Automatique,Traction,10 cv,Essence,88000.0
1024,Iveco Daily Fourgon,179 000 km,2022,Manuelle,Traction,10 cv,Diesel,82000.0
1025,KIA Stonic EX,22 000 km,2024,Manuelle,Traction,5 cv,Essence,71900.0
1026,Audi Q3 Sportback S-Line Plus,104 000 km,2022,Automatique,Propulsion,8 cv,Hybride,119000.0
1027,Fiat Fiorino,148 000 km,2021,Manuelle,Traction,5 cv,Diesel,25000.0
1028,Mercedes-Benz Classe A AMG,175 000 km,2019,Automatique,Traction,7 cv,Essence,78000.0
1029,MG ZS Confort Plus,126 000 km,2019,Manuelle,Traction,7 cv,Essence,52000.0
1030,MG One Luxury+,100 000 km,2024,Automatique,Traction,10 cv,Essence,
1031,Volkswagen Golf 8 Life,120 000 km,2021,Manuelle,Traction,6 cv,Essence,86000.0
1032,Audi Q3 Sportback S-Line,207 000 km,2020,Automatique,Traction,9 cv,Essence,115000.0
1033,Renault Megane,210 000 km,2007,Automatique,Intégrale,7 cv,Essence,19000.0
1034,KIA Sportage Toit Ouvrant,122 000 km,2017,Automatique,Traction,8 cv,Essence,72000.0
1035,Ford Ranger Double Cabine XLT,240 000 km,2021,Automatique,Intégrale,7 cv,Diesel,92000.0
1036,MG 4 Luxury+,10 000 km,2025,Automatique,Propulsion,5 cv,Electrique,75000.0
1037,Mercedes-Benz Classe C Premium,204 000 km,2005,Automatique,Traction,10 cv,Essence,30000.0
1038,Volkswagen Golf 7 Smartline,195 000 km,2017,Manuelle,Traction,6 cv,Essence,55000.0
1039,Peugeot 508,400 000 km,2012,Automatique,Traction,6 cv,Diesel,33000.0
1040,BMW Série 1 Business Line Plus,82 000 km,2015,Manuelle,Propulsion,7 cv,Essence,64000.0
1041,Seat Ibiza Populaire,91 000 km,2021,Manuelle,Traction,4 cv,Essence,48500.0
1042,Renault Kadjar Intens,91 000 km,2022,Automatique,Traction,7 cv,Essence,58000.0
1043,Porsche Cayenne,224 000 km,2014,Automatique,Traction,23 cv,Essence,93000.0
1044,Mercedes-Benz GLE AMG,18 000 km,2025,Automatique,Intégrale,15 cv,Hybride,306000.0
1045,Toyota C-HR,180 000 km,2017,Automatique,Traction,6 cv,Essence,58000.0
1046,BMW Série 3 Confort Luxury Line,162 000 km,2013,Automatique,Propulsion,7 cv,Essence,55000.0
1047,GWM Poer MT,130 000 km,2021,Manuelle,Intégrale,11 cv,Diesel,80000.0
1048,Hyundai i20 High Grade,10 000 km,2022,Manuelle,Traction,5 cv,Essence,65000.0
1049,Audi A6 Prestige Plus,140 000 km,2013,Automatique,Intégrale,10 cv,Essence,67000.0
1050,KIA Sportage,283 000 km,2007,Manuelle,Traction,9 cv,Diesel,28500.0
1051,Toyota Corolla Dynamic,149 000 km,2020,Automatique,Traction,6 cv,Essence,62000.0
1052,Porsche Macan,52 000 km,2024,Automatique,Traction,14 cv,Essence,320000.0
1053,Volkswagen Caddy Business,78 000 km,2022,Manuelle,Traction,7 cv,Diesel,65000.0
1054,BMW Série 1 Pack Sport M,42 000 km,2016,Automatique,Propulsion,7 cv,Essence,84000.0
1055,Volkswagen Passat,380 000 km,2008,Manuelle,Traction,7 cv,Essence,30000.0
1056,Volkswagen Golf 8 Style,65 000 km,2023,Automatique,Traction,8 cv,Hybride,89000.0
1057,Ford Mustang S550 Premium,40 000 km,2017,Automatique,Propulsion,19 cv,Essence,135000.0
1058,Porsche Cayenne Coupé E-Hybrid,59 000 km,2022,Automatique,Intégrale,22 cv,Hybride,279900.0
1059,BYD Sealion 7 Design,2 000 km,2025,Automatique,Propulsion,5 cv,Electrique,150000.0
1060,Volkswagen Golf 7 Trendline,125 000 km,2015,Manuelle,Traction,5 cv,Essence,48000.0
1061,Audi A3 Berline Business Extended,147 000 km,2015,Automatique,Traction,6 cv,Essence,59900.0
1062,Renault Megane Dynamique,120 000 km,2010,Manuelle,Propulsion,6 cv,Diesel,38000.0
1063,Ford Fusion SE,169 000 km,2017,Manuelle,Traction,9 cv,Essence,40000.0
1064,Fiat Panda Easy,128 000 km,2018,Manuelle,Traction,4 cv,Essence,31800.0
1065,Mahindra XUV 300 W6,82 000 km,2024,Manuelle,Traction,6 cv,Essence,44500.0
1066,BYD Sealion 7 Excellence,1 450 km,2026,Automatique,Intégrale,5 cv,Electrique,135000.0
1067,Audi A3,304 000 km,2008,Automatique,Traction,7 cv,Essence,33000.0
1068,Mercedes-Benz GLE AMG,126 745 km,2017,Automatique,Intégrale,23 cv,Essence,
1069,Hyundai Tucson High Grade,73 000 km,2022,Automatique,Intégrale,10 cv,Essence,105000.0
1070,Citroën C3,262 000 km,2007,Manuelle,Traction,5 cv,Essence,19000.0
1071,BYD Song Plus Dmi Flagschip 160km,2 000 km,2026,Automatique,Traction,5 cv,Hybride,130000.0
1072,MG 3 Confort Plus,40 000 km,2021,Automatique,Traction,7 cv,Essence,47000.0
1073,MG HS Trophy,47 000 km,2021,Automatique,Intégrale,15 cv,Essence,92000.0
1074,Volkswagen Golf 6 Match,270 000 km,2012,Manuelle,Traction,5 cv,Essence,37000.0
1075,Peugeot 206 cc,140 000 km,2006,Manuelle,Traction,9 cv,Essence,16000.0
1076,Toyota Hilux Double Cabine Double Cabine Premium,70 000 km,2018,Automatique,Intégrale,8 cv,Diesel,169000.0
1077,Toyota RAV 4 Active,13 000 km,2025,Automatique,Intégrale,4 cv,Hybride,200000.0
1078,Mercedes-Benz CLA AMG,120 000 km,2022,Automatique,Traction,8 cv,Hybride,113000.0
1079,Volkswagen Tiguan,80 000 km,2023,Automatique,Traction,8 cv,Hybride,119000.0
1080,Mercedes-Benz GLA AMG,80 000 km,2022,Automatique,Traction,8 cv,Hybride,137000.0
1081,Volkswagen Golf 8,153 000 km,2021,Automatique,Traction,6 cv,Essence,73500.0
1082,Audi A3 Sportback S-Line,98 000 km,2022,Automatique,Traction,8 cv,Hybride,119000.0
1083,Land Rover Range Rover Evoque R-Dynamic HSE,98 000 km,2022,Automatique,Traction,11 cv,Hybride,169000.0
1084,Mercedes-Benz Classe A,80 000 km,2021,Automatique,Traction,8 cv,Hybride,109000.0
1085,Audi A1 Sportback City Line,20 000 km,2023,Automatique,Traction,6 cv,Essence,92000.0
1086,Land Rover Range Rover Sport,90 000 km,2019,Automatique,Intégrale,24 cv,Essence,230000.0
1087,Nissan Qashqai Tekna High,118 868 km,2019,Automatique,Traction,6 cv,Essence,60000.0
1088,Mahindra KUV 100 K8,41 000 km,2019,Manuelle,Traction,5 cv,Essence,30000.0
1089,Opel Insignia,178 000 km,2019,Automatique,Traction,7 cv,Diesel,68000.0
1090,Peugeot 206 Berline,303 000 km,2008,Manuelle,Traction,5 cv,Essence,19000.0
1091,Volkswagen Passat Trendline,260 000 km,2016,Manuelle,Traction,7 cv,Essence,56900.0
1092,Hyundai Tucson Premium,107 000 km,2022,Automatique,Intégrale,8 cv,Hybride,100000.0
1093,Cupra Formentor Sport,82 500 km,2022,Automatique,Intégrale,8 cv,Hybride,93000.0
1094,Mercedes-Benz Classe C Business,149 000 km,2017,Automatique,Traction,7 cv,Diesel,79000.0
1095,Volkswagen Caddy Business,101 000 km,2023,Manuelle,Traction,5 cv,Diesel,65800.0
1096,Hyundai i10 Populaire,106 000 km,2022,Automatique,Traction,4 cv,Essence,38500.0
1097,Renault Clio Avantage,112 000 km,2021,Manuelle,Traction,5 cv,Essence,45500.0
1098,Ford Transit Custom,367 000 km,2021,Manuelle,Traction,7 cv,Diesel,49000.0
1099,Peugeot 2008,146 000 km,2019,Manuelle,Intégrale,7 cv,Essence,47000.0
1100,Fiat Fiorino,33 000 km,2024,Manuelle,Traction,5 cv,Diesel,42900.0
1101,GWM Haval H6,57 000 km,2023,Automatique,Traction,8 cv,Essence,80000.0
1102,Toyota Corolla Dynamic,100 000 km,2020,Automatique,Traction,6 cv,Essence,61500.0
1103,Porsche Cayenne Black Edition,175 000 km,2013,Automatique,Intégrale,21 cv,Essence,102000.0
1104,Volkswagen T-roc R-line,55 000 km,2022,Manuelle,Traction,6 cv,Essence,93000.0
1105,Isuzu D-Max Double Cabine 2.5  thailand,81 000 km,2022,Manuelle,Intégrale,8 cv,Diesel,
1106,Suzuki Baleno GL,48 000 km,2020,Manuelle,Traction,5 cv,Essence,49000.0
1107,Renault Megane,360 000 km,2008,Manuelle,Traction,6 cv,Diesel,21000.0
1108,Fiat Grande Punto,200 000 km,2013,Manuelle,Traction,4 cv,Essence,23000.0
1109,Ford Fusion Titanium,210 000 km,2016,Automatique,Traction,9 cv,Essence,58000.0
1110,Land Rover Range Rover Sport Dynamic HSE,110 000 km,2017,Automatique,Intégrale,20 cv,Diesel,170000.0
1111,Volkswagen Caddy Business,150 000 km,2015,Manuelle,Intégrale,5 cv,Diesel,35000.0
1112,Mahindra XUV 300 W8,71 000 km,2024,Manuelle,Traction,6 cv,Essence,48000.0
1113,Ford Focus Titanium,152 600 km,2016,Manuelle,Traction,6 cv,Essence,40000.0
1114,MG 3 Hybrid+ Luxury,18 000 km,2025,Automatique,Traction,5 cv,Hybride,73000.0
1115,GWM Haval H6,79 000 km,2024,Automatique,Traction,8 cv,Hybride,95000.0
1116,Mercedes-Benz Classe A AMG,69 800 km,2019,Manuelle,Traction,7 cv,Essence,99000.0
1117,KIA Picanto Populaire,113 000 km,2022,Manuelle,Traction,4 cv,Essence,35500.0
1118,Peugeot 3008 Allure,120 000 km,2021,Automatique,Traction,9 cv,Essence,60000.0
1119,Volkswagen Tiguan,158 500 km,2023,Automatique,Traction,8 cv,Hybride,95000.0
1120,Opel Astra Elegance,390 000 km,2002,Manuelle,Propulsion,5 cv,Essence,18500.0
1121,Volkswagen Golf 8 Style,62 000 km,2022,Manuelle,Traction,6 cv,Diesel,
1122,KIA Sportage Toit Ouvrant,144 000 km,2019,Automatique,Traction,8 cv,Essence,77000.0
1123,Renault Megane,450 000 km,2010,Manuelle,Traction,5 cv,Essence,35000.0
1124,GWM Haval Jolion,165 000 km,2021,Automatique,Traction,9 cv,Essence,65000.0
1125,Toyota Agya,44 000 km,2021,Automatique,Traction,5 cv,Essence,40000.0
1126,Hyundai i20 High Grade,90 000 km,2022,Automatique,Traction,5 cv,Essence,62400.0
1127,Suzuki Celerio Populaire,128 500 km,2018,Manuelle,Traction,4 cv,Essence,29500.0
1128,Peugeot 206 bon,350 000 km,2001,Manuelle,Traction,5 cv,Essence,18500.0
1129,Volkswagen Golf 8 Style,122 000 km,2021,Automatique,Traction,7 cv,Hybride,91000.0
1130,KIA Rio Berline SX,237 000 km,2010,Manuelle,Traction,6 cv,Essence,26000.0
1131,KIA Sportage Black Edition,148 000 km,2021,Automatique,Traction,8 cv,Essence,77000.0
1132,Volkswagen Golf 7 Access,240 000 km,2020,Automatique,Traction,6 cv,Essence,52000.0
1133,Volkswagen Tiguan Exclusive,256 000 km,2010,Manuelle,Intégrale,11 cv,Essence,35000.0
